Name,Pos,Age,Date of Death,Include,BirthDate,Yrs,From,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Lng,Int,Sk,Yds,Att,Yds,TD,Lng,Rec,Yds,TD,Lng,Tkl,Int,Sk,,,,,,,
Mike LaHood,G,68,5/30/2013,1,12/11/1944,4,1969,1972,0,0,0,11,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Dave Leggett,QB-DB,79,3/26/2013,1,9/18/1933,1,1955,1955,0,0,0,0,4,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Jimmy Lesane,DB-HB,82,1/4/2013,1,3/8/1930,2,1952,1954,0,0,0,0,17,0,2,0,0,0,0,,,1,5,0,5,0,0,0,0,,,,,,,,,,
Jeff Lewis,QB,39,1/5/2013,1,4/17/1973,4,1996,2000,0,0,0,2,12,28,54,210,0,21,2,10,71,21,78,0,19,0,0,0,0,,,,,,,,,,
Toni Linhart,K,70,5/12/2013,1,7/24/1942,7,1972,1979,0,2,5,14,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Bob Livingstone,HB-DB,91,8/1/2013,1,5/11/1922,3,1948,1950,0,0,1,0,35,0,0,0,0,0,0,,,57,171,0,0,18,320,2,0,,4,,,,,,,,
Tony Lorick,RB,71,2/17/2013,1,5/25/1941,6,1964,1969,0,0,3,28,83,0,0,0,0,0,0,0,0,548,2124,14,60,86,890,5,59,,,,,,,,,,
John Maczuzak,DT,72,12/27/2013,1,4/4/1941,1,1964,1964,0,0,0,2,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Errol Mann,K,71,4/11/2013,1,6/27/1941,11,1968,1978,0,0,10,32,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Lew Mayne,HB,93,10/24/2013,1,3/21/1920,3,1946,1948,0,0,0,0,34,14,25,219,3,0,4,,,125,292,1,0,13,280,3,0,,,,,,,,,,
Frank Maznicki,HB,93,12/14/2013,1,7/19/1920,3,1942,1947,0,1,0,0,27,0,2,0,0,0,1,,,107,463,1,42,10,131,1,26,,10,,,,,,,,
John Mazur,Coach,83,11/1/2013,1,6/17/1930,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geno Mazzanti,HB,84,7/24/2013,1,4/1/1929,1,1950,1950,0,0,0,0,4,0,0,0,0,0,0,,,7,22,1,7,1,11,0,11,,,,,,,,,,
Darris McCord,DE-DT-T,80,10/9/2013,1,1/4/1933,13,1955,1967,0,1,13,50,168,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,3,,,,,,,,
John McCormick,QB,76,11/12/2013,1,5/26/1937,5,1962,1968,0,0,2,1,51,214,555,2895,17,90,38,,,10,-1,0,4,0,0,0,0,,,,,,,,,,
Mike McCormack,T-DG-DT/Coach,83,11/15/2013,1,6/21/1930,10,1951,1962,0,6,10,27,119,0,0,0,0,0,0,,,0,8,0,4,0,0,0,0,,1,,,,,,,,
Greg McCrary,TE,61,4/9/2013,1,3/24/1952,6,1975,1981,0,0,0,1,74,0,0,0,0,0,0,0,0,2,18,0,16,22,228,4,49,,,,,,,,,,
David McMillan,DE,31,5/18/2013,1,9/20/1981,3,2005,2007,0,0,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,
Bert Milling,G,91,3/25/2013,1,11/4/1921,1,1942,1942,0,0,0,0,2,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Bronzell Miller,DE,42,12/21/2013,1,10/12/1971,1,1995,1995,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Tom Minter,DB,74,9/18/2013,1,7/18/1939,1,1962,1962,0,0,0,4,12,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Norm Mosley,TB,91,12/6/2013,1,1/4/1922,1,1948,1948,0,0,0,0,5,0,2,0,0,0,0,,,13,39,1,8,0,0,0,0,,,,,,,,,,
Chuck Muncie,RB,60,5/13/2013,1,3/17/1953,9,1976,1984,0,3,7,72,110,4,7,126,4,66,0,0,0,1561,6702,71,73,263,2323,3,39,,,,,,,,,,
Hamilton Nichols,G-LB,88,7/6/2013,1,10/18/1924,4,1947,1951,0,0,1,0,43,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,1,,,,,,,,
Rick Norton,QB,69,7/25/2013,1,11/16/1943,5,1966,1970,0,0,0,6,32,159,382,1815,7,65,30,20,191,19,41,0,13,0,0,0,0,,,,,,,,,,
Bob Oliver,DE,66,6/28/2013,1,6/17/1947,1,1969,1969,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Paul Oliver,DB,29,9/24/2013,1,3/30/1984,4,2008,2011,0,0,0,9,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,4,1,,,,,,,
Joe Owens,DE,66,6/0/2013,0,11/8/1946,7,1970,1976,0,0,4,26,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,,
Jack Pardee,LB/Coach,76,4/1/2013,1,4/19/1936,15,1957,1972,1,1,14,76,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22,,,,,,,,
Ace Parker,TB-DB-QB,101,11/6/2013,1,5/17/1912,7,1937,1946,2,0,5,0,68,335,718,4698,30,75,50,,,498,1292,13,60,8,229,3,71,,7,,,,,,,,
Francis Peay,T,69,9/21/2013,1,5/23/1944,9,1966,1974,0,0,5,31,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Tom Pennington,K,73,3/4/2013,1,11/26/1939,1,1962,1962,0,0,0,0,3,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Bum Phillips,Coach,90,10/18/2013,1,9/29/1923,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gordon Polofsky,LB-G,82,10/7/2013,1,1/10/1931,3,1952,1954,0,0,2,0,26,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Jim Powers,DB-LB-QB,85,7/27/2013,1,2/29/1928,4,1950,1953,0,0,2,0,46,31,70,367,1,50,4,,,6,-6,0,3,0,0,0,0,,11,,,,,,,,
Ben Pucci,T,88,7/8/2013,1,1/26/1925,3,1946,1948,0,0,0,0,37,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
John Reger,LB-G,82,9/19/2013,1,9/11/1931,12,1955,1966,0,3,11,42,144,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,15,,,,,,,,
Ernie Richardson,TE,62,7/1/2013,1,7/17/1950,1,1974,1974,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jerry Robinson,FL-WR,73,1/13/2013,1,3/9/1939,4,1962,1965,0,0,1,10,46,0,0,0,0,0,0,,,3,20,0,10,49,799,5,72,,,,,,,,,,
Reggie Rogers,DE,49,10/24/2013,1,1/21/1964,4,1987,1992,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,,,,,,,
Curtis Rouse,G-T,52,5/3/2013,1,7/13/1960,6,1982,1987,0,0,2,18,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Marion Rushing,LB,76,4/26/2013,1,9/3/1936,8,1959,1968,0,0,3,25,105,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,4,,,,,,,,
Tino Sabuco,C,86,1/1/2013,1,12/20/1926,1,1949,1949,0,0,0,0,10,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
George Saimes,DB,71,3/9/2013,1,9/1/1941,10,1963,1972,3,5,8,54,121,0,0,0,0,0,0,0,0,12,41,0,7,6,23,0,9,,22,,,,,,,,
George Sauer,SE-WR,69,5/7/2013,1,11/10/1943,6,1965,1970,2,4,6,52,84,0,0,0,0,0,0,0,0,4,23,0,15,309,4965,28,77,,,,,,,,,,
Harry Schuh,T,70,5/20/2013,1,9/25/1942,10,1965,1974,1,3,9,61,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Pat Shea,G,73,5/22/2013,1,6/28/1939,4,1962,1965,0,0,2,15,41,0,0,0,0,0,0,,,1,-5,0,0,0,0,0,0,,,,,,,,,,
Ed Shedlosky,WB,93,11/26/2013,1,8/2/1920,1,1945,1945,0,0,0,0,3,0,0,0,0,0,0,,,9,11,0,4,2,15,0,9,,,,,,,,,,
Brian Sisley,DE,49,1/31/2013,1,1/18/1964,1,1987,1987,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Charles Smith,HB-DB,89,12/10/2013,1,3/13/1924,1,1947,1947,0,0,0,0,7,0,0,0,0,0,0,,,9,23,0,12,1,-6,0,-6,,1,,,,,,,,
Harry Smith,T,94,7/30/2013,1,8/26/1918,1,1940,1940,0,1,1,0,10,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Ron Smith,DB-WR,70,6/2/2013,1,5/3/1943,10,1965,1974,0,1,6,41,139,0,0,0,0,0,0,0,0,8,42,0,12,11,227,0,60,,13,,,,,,,,
John Sokolosky,C,57,10/17/2013,1,4/2/1956,1,1978,1978,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Bryan Stoltenberg,C-G,40,1/4/2013,1,8/25/1972,5,1996,2000,0,0,1,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Roy Stuart,G-LB,92,2/27/2013,1,7/25/1920,3,1942,1946,0,0,1,0,25,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,1,,,,,,,,
Pat Summerall,DE-E-K,82,4/16/2013,1,5/10/1930,10,1952,1961,0,0,4,6,109,0,1,0,0,0,0,,,0,0,0,0,3,47,0,21,,1,,,,,,,,
Walt Sweeney,G,71,2/2/2013,1,4/18/1941,13,1963,1975,2,9,12,75,181,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,,,,,,,,,,
Joe Tereshinski,DE-E-LB,89,6/9/2013,1,12/7/1923,8,1947,1954,0,0,5,0,86,0,0,0,0,0,0,,,0,0,0,0,43,451,4,76,,1,,,,,,,,
Bobby Thomason,QB,85,11/5/2013,1,3/26/1928,8,1949,1957,0,3,4,0,85,687,1346,9480,68,75,90,,,94,290,6,23,0,0,0,0,,,,,,,,,,
Frank Tripucka,QB,85,9/12/2013,1,12/8/1927,8,1949,1963,0,1,3,19,75,879,1745,10282,69,96,124,,,43,101,6,21,0,0,0,0,,,,,,,,,,
Bill Troup,QB,62,12/14/2013,1,4/2/1951,5,1974,1980,0,0,1,6,43,166,328,2047,10,67,26,35,364,30,16,2,10,0,0,0,0,,,,,,,,,,
Val Joe Walker,DB,83,1/23/2013,1,1/7/1930,5,1953,1957,0,0,4,0,58,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,17,,,,,,,,
Rodney Wallace,T-G,64,7/21/2013,1,2/10/1949,3,1971,1973,0,0,0,11,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Art Weiner,E-DE,87,12/25/2013,1,8/16/1926,1,1950,1950,0,0,0,0,12,0,0,0,0,0,0,,,0,0,0,0,35,722,6,58,,,,,,,,,,
Wilford White,HB,84,8/1/2013,1,9/26/1928,2,1951,1952,0,0,0,0,17,0,3,0,0,0,0,,,28,67,1,38,12,197,1,49,,,,,,,,,,
John Wilbur,G-DE,70,12/9/2013,1,5/21/1943,9,1966,1974,0,0,5,42,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jack Wiley,T-DT,92,3/25/2013,1,4/18/1920,5,1946,1950,0,0,3,0,57,0,0,0,0,0,0,,,0,0,0,0,1,10,0,10,,,,,,,,,,
Mike Williams,TE-FB,56,12/23/2013,1,10/14/1957,3,1979,1981,0,0,1,3,33,0,0,0,0,0,0,0,0,71,261,1,22,19,141,3,25,,,,,,,,,,
Sam Williams,DE-E-LB,82,4/25/2013,1,3/9/1931,9,1959,1967,0,0,6,43,119,0,0,0,0,0,0,,,0,0,0,0,1,10,0,10,,1,,,,,,,,
Ray Willsey,Coach,85,11/4/2013,1,9/30/1928,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Wynn,DE,64,6/4/2013,1,1/15/1949,5,1973,1977,0,0,4,24,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Bob Yates,T-C,74,4/16/2013,1,11/20/1938,5,1961,1965,0,0,0,15,68,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Dick Yelvington,T-G,84,2/24/2013,1,7/27/1928,6,1952,1957,0,0,6,0,62,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Glenn Young,DB,83,10/13/2013,1,12/22/1929,1,1956,1956,0,0,0,0,4,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Tony Aiello,WB-BB,90,2/24/2012,1,4/28/1921,1,1944,1944,0,0,0,0,5,0,0,0,0,0,0,,,6,22,0,5,0,0,0,0,,,,,,,,,,
Eddie Allen,FB-LB,93,3/1/2012,1,5/5/1918,1,1947,1947,0,0,1,0,9,0,0,0,0,0,0,,,12,16,0,7,0,0,0,0,,,,,,,,,,
Grady Allen,LB,66,12/4/2012,1,1/1/1946,5,1968,1972,0,0,3,21,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,,,,,,,,
Frank Aschenbrenner,RB,86,1/30/2012,1,7/12/1925,1,1949,1949,0,0,0,0,6,0,0,0,0,0,0,,,8,14,0,0,2,-4,0,0,,,,,,,,,,
Sisto Averno,LB-MG-G,86,3/26/2012,1,5/12/1925,5,1950,1954,0,0,3,0,51,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Joe Avezzano,C,68,4/5/2012,1,11/17/1943,1,1966,1966,0,0,0,2,3,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Ed Barker,E,81,9/6/2012,1,5/31/1931,2,1953,1954,0,0,2,0,18,0,0,0,0,0,0,,,0,0,0,0,40,525,4,32,,,,,,,,,,
Jovan Belcher,LB,25,12/1/2012,1,7/24/1987,4,2009,2012,0,0,3,21,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,,1,,,,,,,
John Billman,G-LB-T,92,3/16/2012,1,12/1/1919,2,1946,1947,0,0,0,0,5,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
J.R. Boone,E-HB,86,1/21/2012,1,7/28/1925,6,1948,1953,0,0,2,0,63,2,2,2,0,4,0,,,130,497,5,40,69,1251,7,53,,2,,,,,,,,
Larry Bowie,G,73,12/31/2012,1,10/13/1939,7,1962,1968,0,0,5,33,92,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Al Brenner,DB,64,2/13/2012,1,11/13/1947,2,1969,1970,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jerry Brown,LB,25,12/8/2012,1,10/20/1987,1,2012,2012,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernanza Burgess,WR,51,1/27/2012,1,3/6/1960,1,1984,1984,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Dave Cahill,DT-DE,71,11/12/2012,1,7/26/1941,3,1966,1969,0,0,1,12,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Milt Campbell,HB,78,11/2/2012,1,12/9/1933,1,1957,1957,0,0,0,0,9,0,1,0,0,0,0,,,7,23,0,14,1,25,1,25,,,,,,,,,,
Jimmy Carr,DB-LB-HB,79,8/13/2012,1,3/25/1933,9,1955,1965,0,0,5,26,108,0,0,0,0,0,0,,,30,115,0,41,9,157,0,59,,15,,,,,,,,
Royal Cathcart,HB,85,2/5/2012,1,4/8/1926,1,1950,1950,0,0,0,0,2,0,0,0,0,0,0,,,3,5,0,3,0,0,0,0,,,,,,,,,,
Bob Chappuis,TB-DB,89,6/14/2012,1,2/24/1923,2,1948,1949,0,0,1,0,19,102,227,1442,8,0,19,,,56,323,1,0,0,0,0,0,,,,,,,,,,
Chuck Cherundolo,C-LB,96,12/22/2012,1,8/8/1916,10,1937,1948,0,2,8,0,106,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,5,,,,,,,,
Paul Collins,QB,89,7/16/2012,1,9/28/1922,1,1945,1945,0,0,0,0,3,3,17,43,0,26,2,,,10,13,0,6,0,0,0,0,,,,,,,,,,
Greg Cook,QB,65,1/27/2012,1,11/20/1946,2,1969,1973,0,0,1,10,12,107,200,1865,15,78,11,29,195,25,148,1,30,0,0,0,0,,,,,,,,,,
Ray Costict,LB,56,1/3/2012,1,3/19/1955,3,1977,1979,0,0,0,6,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,,
Fest Cotton,DT,62,7/22/2012,1,10/18/1949,1,1972,1972,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Monte Crockett,HB-TE,73,6/13/2012,1,7/14/1938,3,1960,1962,0,0,1,5,40,0,0,0,0,0,0,,,0,0,0,0,35,512,1,51,,,,,,,,,,
Mike Current,T,66,1/16/2012,1,9/17/1945,13,1967,1979,0,1,12,59,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Roland Dale,DE,84,4/23/2012,1,10/30/1927,1,1950,1950,0,0,0,0,11,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Ben Davidson,DE-DT,72,7/3/2012,1,6/14/1940,11,1961,1971,1,3,7,57,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Robert Derleth,T,90,12/16/2012,1,6/9/1922,1,1947,1947,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Bo Dickinson,FB,78,11/6/2012,1,7/18/1934,5,1960,1964,0,0,1,13,60,0,0,0,0,0,0,,,189,693,5,65,86,886,6,48,,,,,,,,,,
John Diehl,DT,76,12/28/2012,1,1/27/1936,5,1961,1965,0,0,0,16,53,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Bill Donckers,QB,61,12/3/2012,1,1/8/1951,2,1976,1977,0,0,0,0,6,6,6,54,0,16,0,1,11,0,0,0,0,0,0,0,0,,,,,,,,,,
Ben Donnell,DE,76,7/31/2012,1,7/17/1936,1,1960,1960,0,0,0,2,3,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Bob Downs,G,85,5/16/2012,1,4/16/1927,1,1951,1951,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Ray Easterling,DB,62,4/19/2012,1,9/3/1949,8,1972,1979,0,0,4,32,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,,,,,,,,
Cleveland Elam,DT-DE,60,7/12/2012,1,4/5/1952,5,1975,1979,1,2,2,29,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jack Ellena,G-LB,80,3/23/2012,1,10/27/1931,2,1955,1956,0,0,1,0,21,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Grant Feasel,C,52,7/15/2012,1,6/28/1960,8,1983,1992,0,0,3,25,117,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,,,,,,,,,,
Dick Felt,DB,79,11/17/2012,1,3/4/1933,7,1960,1966,0,2,5,37,80,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,18,,,,,,,,
Bobby Jack Floyd,FB,82,6/27/2012,1,12/8/1929,2,1952,1953,0,0,1,0,20,0,0,0,0,0,0,,,77,306,1,17,20,192,0,44,,,,,,,,,,
Wayne Frazier,C-LB,73,3/11/2012,1,3/5/1939,4,1962,1967,0,0,2,17,48,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
J.D. Garrett,HB,70,7/4/2012,1,11/28/1941,4,1964,1967,0,0,0,5,50,0,0,0,0,0,0,,,116,434,3,58,17,169,2,57,,,,,,,,,,
Chuck Gavin,DE,78,12/1/2012,1,12/26/1933,4,1960,1963,0,0,4,19,47,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,1,,,,,,,,
Carl Grate,G,92,9/26/2012,1,4/18/1920,1,1945,1945,0,0,0,0,6,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Bob Griffin,LB-C,83,2/25/2012,1,2/12/1929,6,1953,1961,0,0,2,3,49,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,1,,,,,,,,
Bobbie Griffin,DB,83,4/26/2012,1,5/27/1928,1,1951,1951,0,0,1,0,12,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,4,,,,,,,,
Sam Gruneisen,C-G-LB,71,9/28/2012,1,1/16/1941,12,1962,1973,0,0,8,43,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Scott Gudmundson,QB,91,8/17/2012,1,4/3/1921,2,1944,1945,0,0,0,0,17,33,81,525,2,43,9,,,37,-17,0,20,1,-8,0,0,,2,,,,,,,,
Ed Gustafson,C-LB,90,11/28/2012,1,4/4/1922,2,1947,1948,0,0,2,0,27,0,0,0,0,0,0,,,1,7,0,7,0,0,0,0,,,,,,,,,,
John Guzik,LB,75,1/22/2012,1,7/12/1936,3,1959,1961,0,0,0,6,27,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Barney Hafen,DE-E,90,10/25/2012,1,11/20/1921,2,1949,1950,0,0,0,0,24,0,0,0,0,0,0,,,0,0,0,0,1,10,0,10,,,,,,,,,,
Fred Hageman,C-LB,75,11/4/2012,1,6/30/1937,4,1961,1964,0,0,3,21,55,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Jim Haluska,QB,79,9/20/2012,1,10/9/1932,1,1956,1956,0,0,0,0,5,1,4,8,0,8,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Dick Handley,C-LB,89,2/8/2012,1,5/22/1922,1,1947,1947,0,0,0,0,14,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Eric Harris,DB,56,2/19/2012,1,8/11/1955,6,1980,1985,0,0,4,28,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21,0.5,,,,,,,
Ken Heineman,TB,94,7/10/2012,1,1/13/1918,2,1940,1943,0,0,1,0,11,21,65,359,4,65,9,,,55,121,0,43,0,0,0,0,,3,,,,,,,,
Tom Hennessey,DB,70,7/22/2012,1,2/15/1942,2,1965,1966,0,0,2,13,28,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,8,,,,,,,,
Craig Hertwig,T,60,5/30/2012,1,1/15/1952,3,1975,1977,0,0,2,10,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Ed Hiemstra,G,92,8/28/2012,1,3/8/1920,1,1942,1942,0,0,0,0,11,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,1,,,,,,,,
Derek Hill,WR,44,1/0/2012,0,11/4/1967,2,1989,1990,0,0,2,8,32,0,0,0,0,0,0,0,0,0,0,0,0,53,846,1,66,,,,,,,,,,
King Hill,QB/Coach,75,7/14/2012,1,11/8/1936,12,1958,1969,0,0,6,20,123,429,881,5553,37,92,71,0,0,88,308,9,29,0,0,0,0,,,,,,,,,,
Marcus Jackson,DE-NT,54,2/5/2012,1,6/8/1957,1,1987,1987,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Larry Jordan,DE-LB,74,5/5/2012,1,4/18/1938,2,1962,1964,0,0,0,4,10,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Don Joyce,DE-DT,82,2/26/2012,1,10/8/1929,12,1951,1962,0,1,10,9,135,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,1,,,,,,,,
Alex Karras,DT,77,10/10/2012,1,7/15/1935,12,1958,1970,3,4,12,88,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,,,,,,,
Tom Keating,DT,69,8/31/2012,1,9/2/1942,11,1964,1975,1,2,5,50,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Blair Kiel,QB,50,4/8/2012,1,11/29/1961,6,1984,1991,0,0,0,4,25,108,193,1296,8,50,7,15,117,16,105,1,26,0,0,0,0,,,,,,,,,,
John Klasnic,WB-DB,85,10/18/2012,1,2/23/1927,1,1948,1948,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Tony Klimek,DE,86,8/21/2012,1,11/24/1925,2,1951,1952,0,0,1,0,24,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,5,,,,,,,,
John Kovatch,E,92,8/18/2012,1,7/21/1920,3,1942,1947,0,0,0,0,21,0,0,0,0,0,0,,,0,0,0,0,18,157,1,23,,,,,,,,,,
Joe Kulbacki,HB,74,11/26/2012,1,3/1/1938,1,1960,1960,0,0,0,1,14,0,0,0,0,0,0,,,41,108,1,17,2,9,0,7,,,,,,,,,,
Roland Lakes,DT-DE-T-DT,72,3/5/2012,1,12/25/1939,11,1961,1971,0,0,10,47,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Lindy Lauro,DB,90,1/12/2012,1,6/3/1921,1,1951,1951,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Larry Lawrence,QB,63,12/4/2012,1,4/11/1949,3,1974,1976,0,0,0,1,9,9,31,79,0,17,4,6,45,6,36,0,19,0,0,0,0,,,,,,,,,,
Doug Long,DB,56,1/21/2012,1,5/24/1955,2,1977,1978,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
John LoVetere,DT,76,10/27/2012,1,5/31/1936,7,1959,1965,0,1,6,31,77,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Bill Lucky,DT,80,1/9/2012,1,8/24/1931,1,1955,1955,0,0,0,0,12,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Booth Lusteg,K,73,7/12/2012,1,5/8/1939,4,1966,1969,0,0,3,4,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Chick Maggioli,DB-HB,90,12/20/2012,1,5/17/1922,3,1948,1950,0,0,1,0,27,1,1,0,0,0,0,,,11,27,0,0,4,32,0,9,,12,,,,,,,,
Art Malone,RB,64,7/27/2012,1,3/20/1948,7,1970,1976,0,0,5,33,80,0,0,0,0,0,0,0,0,635,2457,19,27,161,1465,6,57,,,,,,,,,,
Dave Mann,HB-E,79,5/22/2012,1,6/2/1932,3,1955,1957,0,0,3,0,36,5,13,53,2,50,1,,,154,544,4,65,37,444,2,42,,,,,,,,,,
Bob Marques,LB,76,1/5/2012,1,5/1/1935,1,1960,1960,0,0,0,2,6,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
